TF	Target	Experimentos
AT2G23320	AT1G75300	1/2
AT1G19850	AT1G75300	1/1
AT1G77920	AT1G75300	1/2
AT3G10113	AT1G75300	1/1
AT5G05550	AT1G75300	2/2
AT5G06100	AT1G75300	1/1
AT3G20310	AT1G75300	1/2
AT5G52660	AT1G75300	1/2
AT3G62420	AT1G75300	1/2
AT1G69780	AT1G75300	1/1
AT5G19790	AT1G75300	2/2
AT5G66700	AT1G75300	1/2
AT2G18380	AT1G75300	1/1
AT5G58850	AT1G75300	2/2
AT1G02230	AT1G75300	2/2
AT4G16750	AT1G75300	1/1
AT2G32460	AT1G75300	1/2
AT2G46680	AT1G75300	1/1
AT5G11260	AT1G75300	1/1
AT1G01720	AT1G75300	1/1
AT2G22430	AT1G75300	1/1
AT3G15500	AT1G75300	1/1
AT2G24430	AT1G75300	1/1
AT4G18770	AT1G75300	1/1
AT3G24120	AT1G78478	2/2
AT5G45580	AT1G78478	2/2
AT5G17300	AT1G78478	2/2
AT1G01060	AT1G78478	1/2
AT1G19000	AT1G78478	1/2
AT1G49010	AT1G78478	1/2
AT2G46590	AT1G78478	1/2
AT3G04030	AT1G78478	2/2
AT2G01060	AT1G78478	1/2
AT1G19850	AT1G78478	1/1
AT1G77920	AT1G78478	1/2
AT1G16490	AT1G78478	1/2
AT3G10113	AT1G78478	1/1
AT4G37180	AT1G78478	2/2
AT3G12720	AT1G78478	1/1
AT1G09540	AT1G78478	1/2
AT5G58900	AT1G78478	1/1
AT4G21040	AT1G78478	1/1
AT5G47390	AT1G78478	1/1
AT1G31140	AT1G78478	1/1
AT3G08500	AT1G78478	1/1
AT3G12130	AT1G78478	1/1
AT5G54230	AT1G78478	1/2
AT4G00250	AT1G78478	1/1
AT3G12730	AT1G78478	1/1
AT4G01680	AT1G78478	1/1
AT1G01720	AT1G78478	1/1
AT1G74840	AT1G78478	1/1
AT1G47655	AT1G78478	1/2
AT2G20400	AT1G78478	1/1
AT5G65510	AT1G78478	1/2
AT3G24120	AT2G02500	2/2
AT5G45580	AT2G02500	2/2
AT2G42200	AT2G02500	2/2
AT1G79580	AT2G02500	1/2
AT4G31800	AT2G02500	1/2
AT1G77200	AT2G02500	1/2
AT3G04030	AT2G02500	2/2
AT2G20110	AT2G02500	1/2
AT4G01280	AT2G02500	1/2
AT2G01060	AT2G02500	2/2
AT1G19850	AT2G02500	1/1
AT3G50060	AT2G02500	1/1
AT1G49560	AT2G02500	2/2
AT4G14770	AT2G02500	2/2
AT2G40260	AT2G02500	2/2
AT3G22760	AT2G02500	2/2
AT4G37180	AT2G02500	2/2
AT5G06100	AT2G02500	1/1
AT3G57920	AT2G02500	1/1
AT1G25550	AT2G02500	2/2
AT3G11440	AT2G02500	1/2
AT2G03500	AT2G02500	1/1
AT1G68670	AT2G02500	1/2
AT2G32460	AT2G02500	1/2
AT3G12730	AT2G02500	1/1
AT5G02460	AT2G03600	1/2
AT4G01250	AT2G03600	2/2
AT1G64620	AT2G03600	1/2
AT4G31800	AT2G03600	2/2
AT5G13080	AT2G03600	2/2
AT1G06280	AT2G03600	1/2
AT1G19850	AT2G03600	1/1
AT5G46350	AT2G03600	1/2
AT3G50060	AT2G03600	1/1
AT1G29280	AT2G03600	1/2
AT2G30250	AT2G03600	1/2
AT5G52830	AT2G03600	1/2
AT5G41570	AT2G03600	1/2
AT1G72740	AT2G03600	2/2
AT4G23550	AT2G03600	1/2
AT1G74650	AT2G03600	1/1
AT4G21040	AT2G03600	1/1
AT5G67300	AT2G03600	1/1
AT3G01970	AT2G03600	2/2
AT5G26170	AT2G03600	1/1
AT4G18170	AT2G03600	1/1
AT3G12130	AT2G03600	1/1
AT2G40740	AT2G03600	1/1
AT1G29860	AT2G03600	1/1
AT1G80840	AT2G03600	1/1
AT5G67580	AT2G03600	1/1
AT2G27300	AT2G03600	1/1
AT2G38470	AT2G03600	1/1
AT2G30340	AT2G03600	1/1
AT1G08010	AT2G03600	1/1
AT2G41690	AT2G03600	1/1
AT1G28470	AT2G04850	1/2
AT1G79580	AT2G04850	2/2
AT3G22830	AT2G04850	1/2
AT4G31800	AT2G04850	2/2
AT1G06280	AT2G04850	1/2
AT2G46770	AT2G04850	2/2
AT4G10350	AT2G04850	2/2
AT2G45410	AT2G04850	2/2
AT4G17980	AT2G04850	1/2
AT5G16820	AT2G04850	1/2
AT2G45420	AT2G04850	2/2
AT1G12260	AT2G04850	2/2
AT4G36160	AT2G04850	1/2
AT3G15210	AT2G04850	1/2
AT5G62380	AT2G04850	2/2
AT1G34190	AT2G04850	1/2
AT5G46590	AT2G04850	1/2
AT5G11260	AT2G04850	1/1
AT1G51140	AT2G04850	1/1
AT2G40740	AT2G04850	1/1
AT1G80840	AT2G04850	1/1
AT2G18060	AT2G04850	1/1
AT2G42430	AT2G04850	1/2
AT1G72010	AT2G04850	2/2
AT2G30340	AT2G04850	1/1
AT5G08330	AT2G04850	1/1
AT5G63090	AT2G04850	1/1
AT2G28810	AT2G05370	1/2
AT1G28470	AT2G05370	2/2
AT4G36740	AT2G05370	1/2
AT5G45580	AT2G05370	2/2
AT5G02460	AT2G05370	1/2
AT5G65310	AT2G05370	2/2
AT5G66940	AT2G05370	1/2
AT5G03790	AT2G05370	1/2
AT1G49480	AT2G05370	1/2
AT1G64620	AT2G05370	1/2
AT1G19000	AT2G05370	2/2
AT1G49010	AT2G05370	1/2
AT2G45410	AT2G05370	1/2
AT5G62940	AT2G05370	1/1
AT5G52830	AT2G05370	1/2
AT2G40260	AT2G05370	1/2
AT2G33710	AT2G05370	1/2
AT3G50410	AT2G05370	1/1
AT4G21080	AT2G05370	1/1
AT4G23550	AT2G05370	1/2
AT1G69780	AT2G05370	1/1
AT5G58900	AT2G05370	1/1
AT5G60130	AT2G05370	1/1
AT4G01540	AT2G05370	1/2
AT5G58850	AT2G05370	1/2
AT4G00250	AT2G05370	1/1
AT2G22430	AT2G05370	1/1
AT1G30490	AT2G05370	1/1
AT1G47655	AT2G05370	1/2
AT3G04070	AT2G05370	1/1
AT2G27300	AT2G05370	1/1
AT1G70920	AT2G05370	1/2
AT3G24120	AT2G06541	1/2
AT1G18330	AT2G06541	1/2
AT4G36740	AT2G06541	2/2
AT5G45580	AT2G06541	1/2
AT5G65310	AT2G06541	2/2
AT1G69010	AT2G06541	1/2
AT5G17300	AT2G06541	1/2
AT5G03790	AT2G06541	1/2
AT1G49480	AT2G06541	2/2
AT1G01060	AT2G06541	1/2
AT3G09600	AT2G06541	2/2
AT1G49010	AT2G06541	1/2
AT3G04030	AT2G06541	1/2
AT4G01280	AT2G06541	2/2
AT5G16820	AT2G06541	1/2
AT2G40260	AT2G06541	2/2
AT2G18550	AT2G06541	1/2
AT3G10113	AT2G06541	1/1
AT4G37180	AT2G06541	1/2
AT5G52660	AT2G06541	1/2
AT1G69780	AT2G06541	1/1
AT5G60130	AT2G06541	1/1
AT5G62380	AT2G06541	1/2
AT1G13260	AT2G06541	1/2
AT3G12730	AT2G06541	1/1
AT2G46680	AT2G06541	1/1
AT2G22430	AT2G06541	1/1
AT1G20910	AT2G06541	1/1
AT1G72010	AT2G06541	2/2
AT2G28810	AT2G20618	1/2
AT4G36740	AT2G20618	2/2
AT5G02460	AT2G20618	1/2
AT5G65310	AT2G20618	2/2
AT2G42200	AT2G20618	2/2
AT1G69010	AT2G20618	2/2
AT5G66940	AT2G20618	1/2
AT5G03790	AT2G20618	1/2
AT1G33240	AT2G20618	2/2
AT5G51990	AT2G20618	1/2
AT1G19000	AT2G20618	1/2
AT3G09600	AT2G20618	1/2
AT3G15270	AT2G20618	1/2
AT2G20110	AT2G20618	1/2
AT4G01280	AT2G20618	1/2
AT1G19850	AT2G20618	1/1
AT5G62940	AT2G20618	1/1
AT2G18550	AT2G20618	1/2
AT2G01940	AT2G20618	1/2
AT3G57920	AT2G20618	1/1
AT1G76890	AT2G20618	2/2
AT5G58850	AT2G20618	1/2
AT1G14687	AT2G20618	1/1
AT1G31140	AT2G20618	1/1
AT2G02080	AT2G20618	1/1
AT4G38000	AT2G20618	1/2
AT5G47660	AT2G20618	1/1
AT1G30490	AT2G20618	1/1
AT1G52150	AT2G20618	1/1
AT1G30210	AT2G20618	1/1
AT1G18330	AT2G20820	1/2
AT1G69010	AT2G20820	1/2
AT4G01250	AT2G20820	2/2
AT3G22830	AT2G20820	2/2
AT5G13080	AT2G20820	1/2
AT3G12250	AT2G20820	2/2
AT2G23320	AT2G20820	1/2
AT1G19850	AT2G20820	1/1
AT5G46350	AT2G20820	1/2
AT3G47500	AT2G20820	2/2
AT5G16820	AT2G20820	2/2
AT1G29280	AT2G20820	1/2
AT5G52830	AT2G20820	1/2
AT3G10113	AT2G20820	1/1
AT1G72740	AT2G20820	1/2
AT2G33710	AT2G20820	1/2
AT2G01940	AT2G20820	1/2
AT5G19790	AT2G20820	1/2
AT2G02820	AT2G20820	2/2
AT1G13260	AT2G20820	1/2
AT5G51190	AT2G20820	1/2
AT2G40620	AT2G20820	1/2
AT1G30650	AT2G20820	1/2
AT1G69570	AT2G20820	1/2
AT1G29160	AT2G20820	1/1
AT5G25190	AT2G20820	1/2
AT1G28160	AT2G20820	1/2
AT2G43000	AT2G20820	1/1
AT1G68550	AT2G20820	1/1
AT5G39820	AT2G20820	1/1
AT1G18330	AT2G27145	2/2
AT2G42200	AT2G27145	2/2
AT5G39760	AT2G27145	2/2
AT1G69010	AT2G27145	1/2
AT4G01250	AT2G27145	2/2
AT5G17300	AT2G27145	2/2
AT5G13080	AT2G27145	1/2
AT1G01060	AT2G27145	2/2
AT5G56840	AT2G27145	2/2
AT2G23320	AT2G27145	1/2
AT3G09600	AT2G27145	1/2
AT1G06280	AT2G27145	2/2
AT1G49010	AT2G27145	1/2
AT3G15270	AT2G27145	1/2
AT3G50060	AT2G27145	1/1
AT1G29280	AT2G27145	1/2
AT5G52830	AT2G27145	1/2
AT3G10113	AT2G27145	1/1
AT5G61620	AT2G27145	1/2
AT4G23550	AT2G27145	1/2
AT5G58900	AT2G27145	1/1
AT1G14687	AT2G27145	1/1
AT5G67300	AT2G27145	1/1
AT3G01530	AT2G27145	1/1
AT1G69180	AT2G27145	1/1
AT1G25340	AT2G27145	1/1
AT1G35460	AT2G27145	1/1
AT1G68200	AT2G27145	1/1
AT1G28470	AT2G27740	1/2
AT3G22830	AT2G27740	2/2
AT1G19000	AT2G27740	2/2
AT5G56840	AT2G27740	2/2
AT1G49010	AT2G27740	1/2
AT2G31230	AT2G27740	1/2
AT5G16820	AT2G27740	2/2
AT1G16490	AT2G27740	1/2
AT3G55370	AT2G27740	1/2
AT5G61620	AT2G27740	2/2
AT4G21080	AT2G27740	1/1
AT5G56110	AT2G27740	1/2
AT2G01940	AT2G27740	1/2
AT1G74650	AT2G27740	1/1
AT3G12720	AT2G27740	1/1
AT2G01930	AT2G27740	1/2
AT5G47390	AT2G27740	1/1
AT3G08500	AT2G27740	1/1
AT1G68320	AT2G27740	1/1
AT4G26030	AT2G27740	1/1
AT3G24520	AT2G27740	1/2
AT1G25340	AT2G27740	1/1
AT2G33550	AT2G27740	1/1
AT3G09735	AT2G27740	1/1
AT4G38170	AT2G27740	1/2
AT2G06200	AT2G27740	1/1
AT3G10580	AT2G27740	1/1
AT4G11660	AT2G27740	2/2
AT1G06180	AT2G27740	1/1
AT5G62020	AT2G27740	1/1
AT3G24120	AT2G29840	1/2
AT1G18330	AT2G29840	1/2
AT5G02460	AT2G29840	1/2
AT5G65310	AT2G29840	2/2
AT5G65410	AT2G29840	2/2
AT5G39760	AT2G29840	2/2
AT5G17300	AT2G29840	1/2
AT1G49480	AT2G29840	1/2
AT1G75240	AT2G29840	2/2
AT3G12250	AT2G29840	1/2
AT3G09600	AT2G29840	1/2
AT1G06280	AT2G29840	2/2
AT1G49010	AT2G29840	1/2
AT3G28920	AT2G29840	1/2
AT4G28500	AT2G29840	1/2
AT2G40260	AT2G29840	1/2
AT3G10113	AT2G29840	1/1
AT1G72740	AT2G29840	1/2
AT5G61620	AT2G29840	1/2
AT5G06100	AT2G29840	1/1
AT2G18350	AT2G29840	1/2
AT2G01930	AT2G29840	1/2
AT5G58900	AT2G29840	1/1
AT4G01540	AT2G29840	1/2
AT2G18380	AT2G29840	1/1
AT5G47390	AT2G29840	1/1
AT5G08520	AT2G29840	1/2
AT1G19790	AT2G29840	1/1
AT4G38170	AT2G29840	1/2
AT1G20910	AT2G29840	1/1
AT1G68200	AT2G29840	1/1
AT3G24120	AT2G34202	2/2
AT5G45580	AT2G34202	2/2
AT1G69010	AT2G34202	2/2
AT1G27730	AT2G34202	1/2
AT5G13080	AT2G34202	1/2
AT2G23320	AT2G34202	1/2
AT1G49010	AT2G34202	1/2
AT3G15270	AT2G34202	1/2
AT2G45410	AT2G34202	1/2
AT3G04030	AT2G34202	1/2
AT2G01060	AT2G34202	1/2
AT1G19850	AT2G34202	1/1
AT1G29280	AT2G34202	1/2
AT2G30250	AT2G34202	1/2
AT4G14770	AT2G34202	1/2
AT5G41570	AT2G34202	1/2
AT2G45420	AT2G34202	1/2
AT3G22760	AT2G34202	1/2
AT4G37180	AT2G34202	2/2
AT3G03200	AT2G34202	1/2
AT5G58900	AT2G34202	1/1
AT2G18380	AT2G34202	1/1
AT1G13260	AT2G34202	2/2
AT2G03500	AT2G34202	1/1
AT3G12730	AT2G34202	1/1
AT1G51220	AT2G34202	1/2
AT2G33550	AT2G34202	1/1
AT2G20400	AT2G34202	1/1
AT5G29000	AT2G34202	1/1
AT5G09410	AT2G34202	1/1
AT5G08130	AT2G34202	1/1
AT5G45580	AT2G42260	1/2
AT2G42200	AT2G42260	1/2
AT1G69010	AT2G42260	2/2
AT4G31800	AT2G42260	2/2
AT3G15270	AT2G42260	2/2
AT2G20110	AT2G42260	1/2
AT3G50060	AT2G42260	1/1
AT2G30250	AT2G42260	1/2
AT4G14770	AT2G42260	1/2
AT1G72740	AT2G42260	1/2
AT4G37180	AT2G42260	1/2
AT2G01940	AT2G42260	1/2
AT1G74650	AT2G42260	1/1
AT1G09540	AT2G42260	1/2
AT3G57920	AT2G42260	1/1
AT1G25550	AT2G42260	1/2
AT5G67300	AT2G42260	1/1
AT5G07310	AT2G42260	1/2
AT5G64750	AT2G42260	1/2
AT4G18170	AT2G42260	1/1
AT2G03500	AT2G42260	1/1
AT2G23290	AT2G42260	1/1
AT1G51140	AT2G42260	1/1
AT4G01680	AT2G42260	1/1
AT2G40740	AT2G42260	1/1
AT4G37260	AT2G42260	1/1
AT5G46830	AT2G42260	1/1
AT3G56400	AT2G42260	1/1
AT1G80840	AT2G42260	1/1
AT4G36780	AT2G42260	1/1
AT1G35460	AT2G42260	1/1
AT1G78700	AT2G42260	1/1
AT5G45300	AT2G42260	1/2
AT3G24120	AT2G43530	1/2
AT1G18330	AT2G43530	2/2
AT2G28810	AT2G43530	1/2
AT5G45580	AT2G43530	2/2
AT5G02460	AT2G43530	1/2
AT5G17300	AT2G43530	1/2
AT3G45610	AT2G43530	2/2
AT1G01060	AT2G43530	1/2
AT1G33240	AT2G43530	1/2
AT5G60850	AT2G43530	1/2
AT5G56840	AT2G43530	1/2
AT3G09600	AT2G43530	1/2
AT1G06280	AT2G43530	1/2
AT2G37590	AT2G43530	1/2
AT3G15270	AT2G43530	1/2
AT3G04030	AT2G43530	1/2
AT4G01280	AT2G43530	1/2
AT2G01060	AT2G43530	2/2
AT3G50060	AT2G43530	1/1
AT3G10113	AT2G43530	1/1
AT3G50410	AT2G43530	1/1
AT4G21080	AT2G43530	1/1
AT5G06100	AT2G43530	1/1
AT5G52660	AT2G43530	1/2
AT1G06850	AT2G43530	1/2
AT5G58900	AT2G43530	1/1
AT4G21040	AT2G43530	1/1
AT1G13260	AT2G43530	1/2
AT3G11440	AT2G43530	1/2
AT5G62000	AT2G43530	1/1
AT2G32460	AT2G43530	1/2
AT2G26960	AT2G43530	1/1
AT3G24120	AT3G04181	1/2
AT5G45580	AT3G04181	1/2
AT5G65410	AT3G04181	1/2
AT5G39760	AT3G04181	2/2
AT4G01250	AT3G04181	1/2
AT4G31800	AT3G04181	2/2
AT5G13080	AT3G04181	2/2
AT1G75240	AT3G04181	1/2
AT2G23320	AT3G04181	2/2
AT3G28920	AT3G04181	1/2
AT5G46350	AT3G04181	1/2
AT4G32730	AT3G04181	2/2
AT1G29280	AT3G04181	2/2
AT2G30250	AT3G04181	1/2
AT5G52830	AT3G04181	1/2
AT2G40260	AT3G04181	2/2
AT5G41570	AT3G04181	1/2
AT3G10113	AT3G04181	1/1
AT5G05550	AT3G04181	1/2
AT2G18350	AT3G04181	1/2
AT1G69780	AT3G04181	1/1
AT2G18380	AT3G04181	1/1
AT1G30650	AT3G04181	1/2
AT5G62000	AT3G04181	1/1
